"","site_model_name","clock_model_name","tree_prior_name","marg_log_lik","marg_log_lik_sd","weight","ess"
"1","GTR","relaxed_log_normal","birth_death",-7521.18370798423,5.35794995920654,2.3980870166468e-12,6.92493498340871
"2","GTR","relaxed_log_normal","yule",-7519.10025029717,6.1091288002997,1.92618995882854e-11,10.665582615656
"3","GTR","strict","birth_death",-7526.56763317372,7.12887107135412,1.10066697792437e-14,7.92117996311345
"4","GTR","strict","yule",-7530.51112559598,7.60932743685537,2.13313793246737e-16,6.0992256958941
"5","HKY","relaxed_log_normal","birth_death",-7509.535623006,4.71934692935612,0.000000274513665339664,5.02486176625806
"6","HKY","relaxed_log_normal","yule",-7506.38671067481,5.5304514445081,0.0000063991047295521,5.23122900392222
"7","HKY","strict","birth_death",-7519.91706163291,5.28329133333289,8.51064467265675e-12,9.09036902652927
"8","HKY","strict","yule",-7508.32672145696,5.7179539963257,0.000000919566709720454,5.48511613373395
"9","JC69","relaxed_log_normal","birth_death",-7498.87159733183,4.0251675242438,0.0117460399536994,6.01221154586311
"10","JC69","relaxed_log_normal","yule",-7504.24987756004,4.42460624510747,0.0000542168209185126,7.48078485998401
"11","JC69","strict","birth_death",-7494.4532405687,3.87260115033656,0.974449719781947,4.50215607114508
"12","TN93","relaxed_log_normal","birth_death",-7500.88851219861,4.10289072876665,0.00156299099770391,8.50531055568804
"13","TN93","relaxed_log_normal","yule",-7522.93574795894,7.16238512450926,4.15875795591768e-13,8.33380905558655
"14","TN93","strict","birth_death",-7515.2870470452,6.2352841472699,0.000000000872473500893019,4.96317364076437
"15","TN93","strict","yule",-7498.83536434104,3.685480356473,0.0121794383575556,5.68463234823817
