Sample	posterior	ESS(posterior)	likelihood	prior	
0	-7816.977137017049	6.6	-7810.367357790411	-6.609779226637993	
1	-7816.977137017049	6.6	-7810.367357790411	-6.609779226637993	
2	-7816.977137017049	6.6	-7810.367357790411	-6.609779226637993	
3	-7816.845148971267	6.8	-7810.218074452599	-6.627074518668212	
4	-7816.845148971267	6.8	-7810.218074452599	-6.627074518668212	
5	-7817.029123971471	7.0	-7810.033081416558	-6.996042554912432	
6	-7817.029123971471	7.0	-7810.033081416558	-6.996042554912432	
