#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:alignment_twin" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:alignment_twin" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:alignment_twin" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.alignment_twin" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:alignment_twin" name="distribution" x="@birthRate.t:alignment_twin">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="kappa1Prior.s:alignment_twin" name="distribution">
#            <parameter id="kappa1.s:alignment_twin" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.1" lower="0.0" name="S" spec="beast.core.parameter.RealParameter" upper="Infinity">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="kappa2Prior.s:alignment_twin" name="distribution">
#            <parameter id="kappa2.s:alignment_twin" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.1" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.3" lower="0.0" name="S" spec="beast.core.parameter.RealParameter" upper="Infinity">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="ucldStdevPrior.c:alignment_twin" name="distribution">
#            <parameter id="ucldStdev.c:alignment_twin" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">0.1</parameter>
#            <Gamma id="Gamma.2" name="distr">
#                <parameter estimate="false" id="RealParameter.4" name="alpha" spec="beast.core.parameter.RealParameter">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.5" name="beta" spec="beast.core.parameter.RealParameter">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@alignment_twin" id="treeLikelihood.alignment_twin" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:alignment_twin">
#            <siteModel id="SiteModel.s:alignment_twin" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:alignment_twin" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:alignment_twin" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:alignment_twin" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="tn93.s:alignment_twin" kappa1="@kappa1.s:alignment_twin" kappa2="@kappa2.s:alignment_twin" spec="beast.evolution.substitutionmodel.TN93">
#                    <frequencies id="estimatedFreqs.s:alignment_twin" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:alignment_twin" lower="0.0" name="frequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:alignment_twin" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:alignment_twin">
#                <LogNormal S="@ucldStdev.c:alignment_twin" id="LogNormalDistributionModel.c:alignment_twin" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.6" lower="0.0" name="M" spec="beast.core.parameter.RealParameter" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="10" id="rateCategories.c:alignment_twin" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:alignment_twin" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa1	kappa2	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	YuleModel	birthRate
4407000	-4826.410669883857	-4822.04103640014	-4.369633483716409	-4822.04103640014	0.6455401677246175	0.8746131383079787	0.9506216938682098	0.2534085804168712	0.242167003325764	0.2543355267037645	0.2500888895536008	0.6200987800771289	1.2332853213556199	0.5908328366897662	0.6736920665565244	-0.12276231427756112	3.5839697633698253
4408000	-4830.073833522916	-4824.432281192699	-5.641552330217144	-4824.432281192699	0.9769242790494017	0.8746131383079787	0.9506216938682098	0.2561360264106895	0.242167003325764	0.2543355267037645	0.2473614435597825	0.4524879870117322	0.9481216957548019	0.0578036950716667	0.29846759529355504	-1.9786478929043376	2.9851027924813742
4409000	-4823.798639766012	-4820.068774631493	-3.729865134518312	-4820.068774631493	0.716203459498366	0.8746131383079787	1.1073606888310898	0.2561360264106895	0.242167003325764	0.2543355267037645	0.2473614435597825	0.3477098384917594	1.2059419657560242	0.15803730528211463	0.44055799399198786	-0.40513692563402515	2.4729191520573646
4410000	-4826.688062791317	-4820.330311262157	-6.357751529160203	-4820.330311262157	1.0244973174080902	0.8746131383079787	1.1073606888310898	0.2561360264106895	0.242167003325764	0.2543355267037645	0.2473614435597825	0.5925211827037584	0.8716024887290402	0.1539544158062714	0.6059735548557221	-2.1465864964245793	2.5417544582500167
4411000	-4827.195487585834	-4820.356533773322	-6.838953812512374	-4820.356533773322	0.9312606111788685	0.8746131383079787	1.1073606888310898	0.2561360264106895	0.242167003325764	0.2543355267037645	0.2473614435597825	0.6008527783869582	0.9257959238121132	0.35221403345222113	0.799523162154858	-2.5995438964566846	0.9925570831811273
4412000	-4832.355796196668	-4824.710867493837	-7.6449287028305	-4824.710867493837	1.2903430837871146	0.6630237036128681	1.1073606888310898	0.2561360264106895	0.242167003325764	0.24095753873071532	0.2607394315328317	0.6008527783869582	0.781653314916463	0.06445054531046363	0.45691302259121436	-3.4569318433462897	0.9699527735305046
4413000	-4832.178409619087	-4825.226548776782	-6.951860842304756	-4825.226548776782	1.1873021311486789	0.6630237036128681	1.1073606888310898	0.2561360264106895	0.242167003325764	0.24095753873071532	0.2607394315328317	0.5490305095005332	0.8291563844706801	0.10431852209971335	0.5141105105967902	-2.9410861015206686	1.7795690673633215
4414000	-4827.3438147816905	-4821.572038273238	-5.77177650845287	-4821.572038273238	0.9392684474562331	0.9112081608545691	1.1287715936166525	0.2561360264106895	0.242167003325764	0.24095753873071532	0.2607394315328317	0.45746816884577807	0.9354512999110939	0.09298272642269334	0.4378452683012229	-2.0133011268923062	2.7259051985969265
4415000	-4832.223737440595	-4827.547694871705	-4.676042568889579	-4827.547694871705	0.7793856786279335	0.9112081608545691	1.1357620929841414	0.2561360264106895	0.242167003325764	0.24095753873071532	0.2607394315328317	0.4257365429235046	1.0618668255527457	0.2166304772801155	0.5562108353729618	-1.031039180893183	1.7919466148656402
4416000	-4828.4516383507635	-4821.651121265316	-6.800517085447266	-4821.651121265316	0.8847465708813801	0.9112081608545691	1.1357620929841414	0.2561360264106895	0.242167003325764	0.24095753873071532	0.2607394315328317	0.360313112312681	0.9639802912063916	0.08126695103055397	0.3750003039629695	-3.4036405657557323	0.7057476184420793
4417000	-4828.50206233179	-4824.123284572721	-4.378777759068432	-4824.123284572721	0.726025554535355	0.9112081608545691	1.0109157414515288	0.2561360264106895	0.242167003325764	0.24095753873071532	0.2607394315328317	0.46657259674085744	1.1181485434839304	0.21023781928637286	0.5255726137217444	-0.6317456473815635	2.0881690519921747
4418000	-4829.094048314722	-4821.882432881842	-7.21161543288091	-4821.882432881842	0.6475995286495642	0.9112081608545691	1.0109157414515288	0.2561360264106895	0.242167003325764	0.24095753873071532	0.2607394315328317	0.7328543210228485	1.206291611526312	0.4629542698467344	0.6098854872517813	-2.559442280897567	0.8440975007141442
4419000	-4829.441798829341	-4822.293580915267	-7.148217914074056	-4822.293580915267	0.7851864590444083	0.9112081608545691	1.0109157414515288	0.2561360264106895	0.242167003325764	0.24095753873071532	0.2607394315328317	0.5477633856156254	1.019641605143053	0.29420549667987084	0.5928291924337049	-3.114726942461136	5.237397693357111
4420000	-4825.777852217757	-4820.310598197121	-5.467254020635222	-4820.310598197121	0.7060590983450542	0.9112081608545691	1.0109157414515288	0.25982510005493914	0.242167003325764	0.24095753873071532	0.25705035788858205	0.6062329360023491	1.1293970801281512	0.3671927529754607	0.5771870863194781	-1.233967146921776	3.758359980347218
4421000	-4828.377095185493	-4823.592946347162	-4.784148838331319	-4823.592946347162	0.6174203533110105	0.9112081608545691	1.0109157414515288	0.25982510005493914	0.242167003325764	0.24095753873071532	0.25705035788858205	0.5660111931417448	1.2868691204151472	0.5287021799838061	0.6290708237298047	-0.6877887190186449	1.565712453389635
4422000	-4830.547424761549	-4823.975146499392	-6.572278262156739	-4823.975146499392	0.5641284803461947	0.9372378304823036	1.0109157414515288	0.25982510005493914	0.242167003325764	0.24095753873071532	0.25705035788858205	0.6512951484782464	1.1060206290196481	0.3744382236773056	0.7234597606873321	-2.1792691687691654	6.064365339508378
4423000	-4825.418229792061	-4821.028226212368	-4.3900035796919425	-4821.028226212368	0.5563486380955434	0.7976815521070153	1.0109157414515288	0.25982510005493914	0.242167003325764	0.24095753873071532	0.25705035788858205	0.6512951484782464	1.3581905770870315	0.42879155761576976	0.6688581253481617	-0.040029926378706726	1.8115564034252867
4424000	-4825.304268578517	-4821.806686709092	-3.497581869424752	-4821.806686709092	0.4396176349553474	0.7976815521070153	1.0109157414515288	0.25982510005493914	0.242167003325764	0.24095753873071532	0.25705035788858205	0.6512951484782464	1.691441219930474	0.564994345706371	0.5576187481337742	0.8523917838884838	7.0412174490060035
4425000	-4827.785927613777	-4823.407414544614	-4.378513069163267	-4823.407414544614	0.7033343102650107	0.7976815521070153	1.0109157414515288	0.25982510005493914	0.242167003325764	0.24095753873071532	0.25705035788858205	0.5530041567089393	1.3738739000974844	0.30375636603910955	0.47488864723308993	-0.36123329454533337	3.529246771259006
4426000	-4827.162958959247	-4823.033607021369	-4.129351937877795	-4823.033607021369	0.7106344737585235	0.7976815521070153	1.0109157414515288	0.25982510005493914	0.242167003325764	0.24095753873071532	0.25705035788858205	0.4598581580924376	1.1977865643044796	0.2728049355856537	0.5210550806206611	-0.4408933004814566	2.207342558024726
4427000	-4826.420954844657	-4821.468645507107	-4.952309337550524	-4821.468645507107	0.696908412036757	0.7976815521070153	1.0109157414515288	0.25982510005493914	0.24074347502996563	0.24238106702651369	0.25705035788858205	0.4598581580924376	1.2187844616069272	0.2393124974328677	0.45359004670172165	-1.2638507001541859	4.414226658280202
4428000	-4824.883561137029	-4819.687196622003	-5.196364515025514	-4819.687196622003	0.8341471038981669	0.7976815521070153	1.0109157414515288	0.2327085527658792	0.26786002231902556	0.24238106702651369	0.25705035788858205	0.4771915265371906	0.9221828316399334	0.26983938740235996	0.5655080166756175	-1.4454839581632044	1.7501139350910053
4429000	-4826.604771477178	-4822.4125429718215	-4.192228505356402	-4822.4125429718215	0.6330368845441292	0.7976815521070153	1.0109157414515288	0.2327085527658792	0.26786002231902556	0.24238106702651369	0.25705035788858205	0.4771915265371906	1.0492092283522307	0.30354067812789887	0.5644650009214738	-0.4413479484940921	1.9953900840475127
4430000	-4827.135869019029	-4822.584807558176	-4.551061460852701	-4822.584807558176	0.7988912219040888	0.7649969517139975	1.0109157414515288	0.2327085527658792	0.26786002231902556	0.24238106702651369	0.25705035788858205	0.365635582606564	0.9103582040768647	0.11997582160622547	0.3733312982413504	-1.2233331039113633	2.4920557227157447
4431000	-4827.656103973565	-4821.468545607751	-6.1875583658137945	-4821.468545607751	0.9517156616713763	0.7649969517139975	1.0109157414515288	0.2327085527658792	0.26786002231902556	0.24238106702651369	0.25705035788858205	0.49952987831570544	0.832967984914622	0.2997951801420307	0.5817003434102325	-2.365570873452074	2.3882407738250855
4432000	-4825.7295570469205	-4819.62964770712	-6.099909339800473	-4819.62964770712	0.9308076065525375	0.9594619143309516	1.0109157414515288	0.24808585729044091	0.26786002231902556	0.24815810553796921	0.23589601485256478	0.4595414459860444	0.9250497868920255	0.18306448213768065	0.39177821582723	-2.3619214053996305	3.3746018484835427
4433000	-4826.266071369853	-4820.404114631482	-5.861956738371239	-4820.404114631482	0.9184359346017932	0.9594619143309516	1.0109157414515288	0.24808585729044091	0.26786002231902556	0.24815810553796921	0.23589601485256478	0.459299284164518	0.9462495801015978	0.06310909738124404	0.28087795649663366	-2.1248455796300476	3.2923866295126065
4434000	-4830.917429646899	-4826.816124959153	-4.101304687746209	-4826.816124959153	0.868356455315039	0.9594619143309516	1.0109157414515288	0.24808585729044091	0.26786002231902556	0.24815810553796921	0.23589601485256478	0.2296225497664976	1.0386121949942888	0.04335088945380321	0.20351067789763005	-1.2847782404077108	3.1211529146039463
4435000	-4824.898683998533	-4821.4148408624615	-3.483843136071699	-4821.4148408624615	0.7932320040670827	0.9594619143309516	1.0109157414515288	0.24808585729044091	0.26786002231902556	0.24815810553796921	0.23589601485256478	0.2526060709017807	1.0189258891124804	0.036317056194670044	0.2020652685733255	-0.5632150804489595	2.6704387610687026
4436000	-4826.410631995537	-4822.721598717605	-3.689033277931908	-4822.721598717605	1.004533852824824	1.026882402178993	1.0109157414515288	0.24808585729044091	0.26786002231902556	0.24815810553796921	0.23589601485256478	0.1261333352804312	0.9165840564351311	0.007233324103167565	0.09027967247806863	-1.3951915394384278	2.1603926056429628
4437000	-4823.606104370977	-4819.61539521402	-3.9907091569565036	-4819.61539521402	1.0130667211263151	0.8735624191904635	1.0109157414515288	0.24808585729044091	0.26786002231902556	0.24815810553796921	0.23589601485256478	0.17576037962313643	0.9449098382055575	0.027951142279358812	0.16448359821228098	-1.4667583438345155	2.207752914192843
4438000	-4824.312673855797	-4821.617278782061	-2.6953950737359373	-4821.617278782061	0.9048681901381489	0.8735624191904635	1.0109157414515288	0.24808585729044091	0.26786002231902556	0.24815810553796921	0.23589601485256478	0.044122873375646715	0.9973953702758463	0.002101840198473201	0.04611373636599239	-1.1524740567635714	2.855269794935701
4439000	-4823.747467792309	-4819.540715992856	-4.20675179945273	-4819.540715992856	0.9727766404458181	0.8735624191904635	1.0109157414515288	0.24808585729044091	0.26786002231902556	0.24815810553796921	0.23589601485256478	0.23744516558486622	0.9628806023633697	0.024527794816947626	0.16319862493496684	-1.3827849216049009	2.0999047555060555
4440000	-4823.593737567919	-4819.761775812453	-3.831961755465388	-4819.761775812453	1.0150214872954362	0.8735624191904635	1.0109157414515288	0.24808585729044091	0.26786002231902556	0.24815810553796921	0.23589601485256478	0.13466653508743975	0.9366739929835255	0.013101538771629687	0.12463884035908043	-1.5382283369364242	2.1848553023791513
4441000	-4826.180438895212	-4822.257137827332	-3.9233010678795175	-4822.257137827332	0.9340100634556735	0.8735624191904635	1.0109157414515288	0.24808585729044091	0.26786002231902556	0.24815810553796921	0.23589601485256478	0.1758174944676381	0.9645706311079321	0.00713281425515694	0.0868536549887231	-1.3990511136776569	1.6250948322936516
4442000	-4821.799539685612	-4820.66996940109	-1.12957028452178	-4820.66996940109	0.9120452020934193	0.8735624191904635	1.0109157414515288	0.24808585729044091	0.24395294933352923	0.24815810553796921	0.2598030878380611	0.0021540892908526493	0.9989201408486713	4.0798013061473615E-6	0.002019952673059072	-1.086772538971303	2.6027544665846603
4443000	-4826.724436629938	-4825.371182957183	-1.3532536727556415	-4825.371182957183	0.7790823269873637	1.0450057584720314	1.0109157414515288	0.23654109416668187	0.25588488527948267	0.24815810553796921	0.25941591501586675	0.009479376613269334	0.9968146491416601	6.687369435029266E-5	0.008179806383057025	-0.5497925464481077	1.8765450477575563
4444000	-4828.513573381993	-4826.232471578503	-2.28110180349094	-4826.232471578503	0.9319020629753154	0.60877862896617	1.2087992774313838	0.2501255616630015	0.25588488527948267	0.2345736380416496	0.25941591501586675	0.011957915443872267	1.0038546632345016	1.9586816377896413E-4	0.013946645121401629	-1.40470058362992	1.5149505690952176
4445000	-4833.6788636225465	-4829.915382553285	-3.763481069261881	-4829.915382553285	1.030479280886592	0.60877862896617	1.2087992774313838	0.2501255616630015	0.25588488527948267	0.2345736380416496	0.25941591501586675	0.05668061620979798	0.9806958897205474	0.0010966026547977472	0.03325350093110489	-2.053573775309948	3.078973234427755
4446000	-4831.830169234072	-4827.801218910566	-4.028950323506215	-4827.801218910566	1.1395920396824124	0.60877862896617	1.2087992774313838	0.2501255616630015	0.2520913193244405	0.23836720399669178	0.25941591501586675	0.10073646947467126	0.9681091991803691	0.008718740163438272	0.09041250029866367	-1.9389185622843024	1.581361779597386
4447000	-4833.9867544807885	-4828.056731403792	-5.930023076996647	-4828.056731403792	1.0137662147035524	0.60877862896617	1.2087992774313838	0.2501255616630015	0.2520913193244405	0.23836720399669178	0.25941591501586675	0.38777039842856753	0.9294464303608804	0.1352587560874494	0.3776726022167947	-2.4678211448523477	3.8041913397151803
4448000	-4831.848025874943	-4827.243256184385	-4.604769690557548	-4827.243256184385	1.0720091866596222	0.60877862896617	0.8760100229250811	0.2501255616630015	0.2520913193244405	0.23836720399669178	0.25941591501586675	0.3057143171965433	1.1157079527834517	0.05629779328097975	0.23731440773735907	-1.5887173005328212	1.8980619788085695
4449000	-4827.719097002144	-4823.385224876572	-4.333872125571937	-4823.385224876572	1.0068248315680417	0.60877862896617	0.8760100229250811	0.2501255616630015	0.2520913193244405	0.23836720399669178	0.25941591501586675	0.17912574543195128	1.031849483857225	0.02796433009066667	0.16618139337327145	-1.8954030154153294	2.9442628530248083
4450000	-4829.156487418475	-4825.9046889512465	-3.2517984672284204	-4825.9046889512465	0.9875854016608503	0.60877862896617	0.8760100229250811	0.2501255616630015	0.2520913193244405	0.23836720399669178	0.25941591501586675	0.07904283576200359	0.9901754627057332	0.0032423688947572616	0.0576320219250524	-1.4520474796117155	1.9163608935908578
4451000	-4824.618846136233	-4822.010405150364	-2.608440985868439	-4822.010405150364	0.9391930324446659	0.8452640228534833	0.8760100229250811	0.2501255616630015	0.2520913193244405	0.23836720399669178	0.25941591501586675	0.045208887785797236	1.0071796230988497	7.390400500984043E-4	0.027111677273291366	-1.1061349773414144	2.1220923245590857
4452000	-4824.731147388118	-4820.90123119433	-3.8299161937880273	-4820.90123119433	1.017840146572981	0.8452640228534833	0.9143088965875387	0.2568730123999795	0.2520913193244405	0.23836720399669178	0.2526684642788887	0.08042258363784638	0.9683902172522088	0.005510059855005688	0.07513862449251751	-1.9578472298803806	3.016395694706917
4453000	-4829.172373774482	-4825.117262473154	-4.055111301327702	-4825.117262473154	0.8376817316131435	0.8452640228534833	0.9143088965875387	0.24839214156380585	0.2520913193244405	0.25103280365405317	0.248483735457701	0.13779319099595302	1.1421983911574323	0.02100870085973129	0.14369967200225264	-1.7849116901467457	1.1373493981336962
4454000	-4825.148865518313	-4820.994550300559	-4.154315217753352	-4820.994550300559	1.1080824502711044	0.8452640228534833	1.027054131331831	0.24839214156380585	0.2520913193244405	0.25103280365405317	0.248483735457701	0.11917244626221912	0.9793551909669911	0.015069237043026056	0.12008675615584577	-1.960194642484818	1.3961799485147377
4455000	-4822.588293058618	-4818.389871516461	-4.198421542156655	-4818.389871516461	0.9485503624576868	0.8452640228534833	1.027054131331831	0.24839214156380585	0.2520913193244405	0.25103280365405317	0.248483735457701	0.09690141334835188	1.049676807328918	0.007402252489369196	0.08408692112260553	-2.1578637524941335	3.90770291796344
4456000	-4824.073110479647	-4819.233554689223	-4.839555790424268	-4819.233554689223	1.1388840890184646	0.8452640228534833	1.027054131331831	0.24839214156380585	0.2520913193244405	0.25103280365405317	0.248483735457701	0.26221713936441826	0.9116041212038577	0.07178138809011322	0.2652567942379613	-1.9078025471202187	2.1803777349437397
4457000	-4822.18089597788	-4818.220751178729	-3.960144799150676	-4818.220751178729	0.9486177226390969	0.8371283024872349	1.027054131331831	0.24839214156380585	0.2520913193244405	0.25103280365405317	0.248483735457701	0.17244802552028216	0.9581163931374418	0.01988343725663213	0.14775123029944473	-1.4588051582608883	1.5252494487103518
4458000	-4823.554650021956	-4821.737686732668	-1.8169632892874867	-4821.737686732668	0.9163053842122781	0.8371283024872349	0.9990223040791376	0.24839214156380585	0.2520913193244405	0.25103280365405317	0.248483735457701	0.009433954460003937	0.9997536609230965	8.095922849284172E-5	0.008976055415415678	-1.090485091469458	2.1323861980781196
4459000	-4824.433376534488	-4821.721069742769	-2.7123067917192625	-4821.721069742769	0.9323928487983724	0.8371283024872349	0.9990223040791376	0.23484994089977196	0.2656335199884744	0.25103280365405317	0.248483735457701	0.049776404684338645	1.01889599229192	7.763127617678015E-4	0.027186515834025017	-1.1144433139332013	2.1496660089774022
4460000	-4824.297169205832	-4820.218070206407	-4.079098999425047	-4820.218070206407	0.8911031570953362	0.8371283024872349	0.9990223040791376	0.23484994089977196	0.2656335199884744	0.25103280365405317	0.248483735457701	0.2742017105266921	1.0454545449079757	0.08283228623502648	0.2792445495805287	-1.1079898053822048	1.7790919877581097
4461000	-4825.351845186243	-4822.178144459177	-3.173700727065821	-4822.178144459177	1.045993327867341	0.8371283024872349	0.9990223040791376	0.23484994089977196	0.2656335199884744	0.25103280365405317	0.248483735457701	0.03586432631041086	0.9972063988660084	7.349259431628181E-4	0.027489809501408998	-1.7631840219206951	1.4774855851325839
4462000	-4826.826897886039	-4822.788536648793	-4.038361237245695	-4822.788536648793	0.9342279039282267	0.8371283024872349	0.9990223040791376	0.23484994089977196	0.2656335199884744	0.25103280365405317	0.248483735457701	0.08847068987117253	1.0041516233992114	0.008811652799592307	0.09372436681646464	-2.074387333448514	3.9961694291733667
4463000	-4826.386922152911	-4822.873236391836	-3.5136857610754912	-4822.873236391836	0.8422355608074253	0.8371283024872349	0.9990223040791376	0.23484994089977196	0.25740189856818546	0.2592644250743421	0.248483735457701	0.23383495747582733	1.084851822573817	0.05524052039405937	0.24230677261372882	-0.7215943513589229	2.010724540946882
4464000	-4825.417586533624	-4821.132838228054	-4.284748305569078	-4821.132838228054	0.931911984156755	0.8371283024872349	0.9990223040791376	0.25655295845801834	0.25740189856818546	0.2375614075160957	0.248483735457701	0.3092463276470417	0.9896703953593374	0.03143822837744223	0.2003036574404229	-1.166501044351456	2.516033657949122
4465000	-4826.969784308868	-4823.075869307723	-3.8939150011449932	-4823.075869307723	0.9535576605479219	0.9196106568709914	0.9990223040791376	0.25655295845801834	0.25740189856818546	0.2375614075160957	0.248483735457701	0.18546889139167466	0.9061290007084164	0.033933953941615316	0.18600535504691523	-1.30919309598454	2.516847809814311
4466000	-4824.624655485335	-4820.842003336623	-3.7826521487126383	-4820.842003336623	0.8754538364672981	0.9196106568709914	0.9990223040791376	0.25655295845801834	0.2533115143054964	0.24165179177878474	0.248483735457701	0.11645583217757359	1.031838797839394	0.010724580505497345	0.09979257981985983	-1.592898699153098	3.6507637758671256
4467000	-4824.188820432023	-4820.517280783447	-3.6715396485764407	-4820.517280783447	0.6529590068213936	0.9196106568709914	1.027636153362126	0.25655295845801834	0.2533115143054964	0.24165179177878474	0.248483735457701	0.40783633536847574	1.31366663404538	0.19159938740968407	0.4338597810087306	-0.13136248399681882	3.937660905202623
4468000	-4823.81078367528	-4820.387846001499	-3.4229376737799972	-4820.387846001499	0.7684566161672584	0.9196106568709914	1.027636153362126	0.25655295845801834	0.2533115143054964	0.24165179177878474	0.248483735457701	0.18858692989858114	1.2233824326977152	0.050293681190006045	0.21972501927204965	-0.8119718120211745	3.7600937250601842
4469000	-4823.732346339025	-4819.823969712119	-3.9083766269054845	-4819.823969712119	0.7812175102033121	0.9196106568709914	1.027636153362126	0.2535117386290455	0.2533115143054964	0.24165179177878474	0.2515249552866738	0.3157866207703666	1.1194395717852554	0.09924307273545371	0.2872327548371773	-0.7270003597398822	1.8084882394499342
4470000	-4824.707180589726	-4820.579877266983	-4.127303322742277	-4820.579877266983	0.7477222027767216	0.9196106568709914	1.027636153362126	0.2535117386290455	0.2533115143054964	0.24165179177878474	0.2515249552866738	0.4423957045807556	1.191090417258145	0.1398504432506963	0.3650104958231358	-0.45918453899299516	2.76167092958961
4471000	-4825.1994705042025	-4820.292077795325	-4.907392708877264	-4820.292077795325	0.7324369942860177	0.9196106568709914	1.027636153362126	0.2535117386290455	0.2533115143054964	0.24165179177878474	0.2515249552866738	0.4039039859127084	1.1090287097513996	0.22470947069964695	0.4483096561302819	-1.381973055282935	1.298106985895577
4472000	-4823.954379825599	-4819.789962863861	-4.164416961738357	-4819.789962863861	0.7417104423940778	0.9196106568709914	1.027636153362126	0.2535117386290455	0.2533115143054964	0.24165179177878474	0.2515249552866738	0.36386883626335115	1.1636097940275874	0.09924768098375931	0.30956330208032107	-0.7918870761376786	1.6614547622188116
4473000	-4823.561722489743	-4819.21353669732	-4.348185792423205	-4819.21353669732	0.7404294377107634	0.9196106568709914	1.027636153362126	0.2535117386290455	0.25723107581846333	0.23773223026581783	0.2515249552866738	0.5045837426189292	1.1910859858793745	0.09136171932798264	0.31337347316560277	-0.4566724828550317	2.8098969610716704
4474000	-4827.541207343241	-4822.851346585897	-4.689860757343614	-4822.851346585897	0.6719215327427921	0.9196106568709914	1.027636153362126	0.2535117386290455	0.25723107581846333	0.23773223026581783	0.2515249552866738	0.5031393349262245	1.1284107028488009	0.20523228696526857	0.564585967320502	-0.8034494282946476	1.5496294275635878
4475000	-4828.059116584334	-4821.480758471375	-6.578358112959383	-4821.480758471375	1.0077416751974337	0.9196106568709914	1.027636153362126	0.2535117386290455	0.25723107581846333	0.23773223026581783	0.2515249552866738	0.6041160608540467	0.9797309452109892	0.13186280199660785	0.4493705346819041	-2.3433337999984545	3.203947986560475
4476000	-4825.200276929857	-4819.985458835025	-5.214818094831566	-4819.985458835025	0.8768648982221525	0.9142211342354082	1.027636153362126	0.2535117386290455	0.25723107581846333	0.23773223026581783	0.2515249552866738	0.534127044820822	0.9443386858296823	0.09022931852169215	0.3771431076630292	-1.2215390561390458	2.027468349947418
4477000	-4827.596956885444	-4821.591192826718	-6.005764058726324	-4821.591192826718	0.8955807033735004	0.9142211342354082	1.027636153362126	0.2535117386290455	0.25723107581846333	0.23773223026581783	0.2515249552866738	0.534127044820822	0.9034939739299499	0.09009416848543611	0.4071512383700384	-2.012485020033804	3.3191750227657626
4478000	-4828.630282067681	-4820.836153224101	-7.794128843580244	-4820.836153224101	1.5777707848332787	0.9142211342354082	1.027636153362126	0.2535117386290455	0.25723107581846333	0.23773223026581783	0.2515249552866738	0.5611339781116964	0.6402596971684751	0.03685773880850372	0.2667722272061128	-3.707422835434087	1.8433933123342658
4479000	-4829.421685313939	-4823.204725103441	-6.2169602104978345	-4823.204725103441	1.0213569345897775	0.9142211342354082	1.027636153362126	0.2535117386290455	0.25723107581846333	0.23773223026581783	0.2515249552866738	0.4179971606978445	0.9429491688279992	0.1105121623512681	0.3941464360038148	-2.6406369488831105	3.62493906032767
4480000	-4826.407989724378	-4820.695479625256	-5.7125100991227145	-4820.695479625256	1.0080647724430674	0.9142211342354082	1.1796899892039026	0.2535117386290455	0.25723107581846333	0.23773223026581783	0.2515249552866738	0.5721729106356154	0.8521117370565277	0.10887694043235957	0.37748842078168615	-1.5297521255057398	1.7062916038937432
