Sample	NSlikelihood	posterior	ESS(posterior)	likelihood	prior
0	-10736.507286123395	-10732.620272295038	N	-10736.507286123395	3.887013828356194
1	-8765.748456332029	-8762.297647666079	2.0	-8765.748456332029	3.450808665950486
2	-7552.916243798179	-7550.997619577771	3.0	-7552.916243798179	1.9186242204079642
3	-7454.525849347025	-7450.09842560591	4.0	-7454.525849347025	4.4274237411143025
4	-7230.356009910231	-7230.161273835833	4.3	-7230.356009910231	0.1947360743981057
5	-6199.63193598661	-6209.882202600726	3.6	-6199.63193598661	-10.250266614115557
6	-5792.713629169928	-5802.0596321834155	3.4	-5792.713629169928	-9.346003013487211
7	-5536.302984723071	-5542.289897717216	3.2	-5536.302984723071	-5.986912994145652
8	-5513.521904949441	-5515.931164465888	3.2	-5513.521904949441	-2.4092595164474666
9	-5451.9512712806645	-5457.784112490571	2.7	-5451.9512712806645	-5.832841209906736
10	-5198.44249633986	-5199.699929744257	2.9	-5198.44249633986	-1.2574334043979094
11	-5187.239734289788	-5191.826046496993	2.8	-5187.239734289788	-4.586312207203857
12	-5172.41918962314	-5175.516462540124	2.8	-5172.41918962314	-3.097272916984365
13	-5092.502062132277	-5094.504802466739	2.8	-5092.502062132277	-2.002740334462475
14	-5057.737670932149	-5062.677860092919	2.9	-5057.737670932149	-4.940189160770223
15	-4970.8252972162645	-4975.561170214748	3.0	-4970.8252972162645	-4.735872998483918
16	-4965.954764748207	-4969.0592010171495	3.2	-4965.954764748207	-3.104436268942273
17	-4959.326035051128	-4961.773491228883	3.3	-4959.326035051128	-2.4474561777552872
18	-4954.943359636165	-4962.2252923681535	3.4	-4954.943359636165	-7.281932731988569
19	-4925.337951164278	-4929.2037372992545	3.5	-4925.337951164278	-3.865786134976889
20	-4899.750843254221	-4908.111871574315	3.5	-4899.750843254221	-8.361028320093833
21	-4895.7896891125065	-4899.1169072959365	3.6	-4895.7896891125065	-3.3272181834303134
22	-4893.73051624065	-4897.213028633483	3.7	-4893.73051624065	-3.482512392833004
23	-4892.664617558981	-4896.695862469496	3.8	-4892.664617558981	-4.031244910514732
24	-4853.5430757312315	-4857.836770928058	3.9	-4853.5430757312315	-4.293695196827134
25	-4850.067362813531	-4854.290324252193	4.0	-4850.067362813531	-4.22296143866233
26	-4843.564238949006	-4847.180905889319	4.1	-4843.564238949006	-3.616666940312858
27	-4840.139901179732	-4844.531454125722	4.2	-4840.139901179732	-4.391552945990397
28	-4836.438774567152	-4841.9987082986545	4.2	-4836.438774567152	-5.559933731502945
29	-4833.385325713282	-4839.063317707201	4.6	-4833.385325713282	-5.677991993918895
30	-4830.497444070318	-4835.1562449924	4.7	-4830.497444070318	-4.65880092208216
31	-4830.2396075089	-4834.16336633417	4.8	-4830.2396075089	-3.9237588252703306
32	-4829.00589679877	-4832.468049914932	4.9	-4829.00589679877	-3.462153116161714
33	-4828.469650913229	-4832.603898504015	5.0	-4828.469650913229	-4.134247590786014
34	-4827.867439881092	-4831.666501840335	5.0	-4827.867439881092	-3.7990619592425237
35	-4827.683720852969	-4833.155170157856	5.1	-4827.683720852969	-5.471449304888042
36	-4824.645128950514	-4829.061122844333	5.2	-4824.645128950514	-4.415993893818865
37	-4823.404695153145	-4828.029756142912	5.3	-4823.404695153145	-4.62506098976715
38	-4822.03008064596	-4827.267823094677	5.4	-4822.03008064596	-5.237742448716632
39	-4821.6855041732015	-4825.409784507328	5.4	-4821.6855041732015	-3.724280334127164
40	-4821.608786236868	-4826.0709211011845	5.5	-4821.608786236868	-4.462134864316958
41	-4820.664271209183	-4825.12714963456	5.6	-4820.664271209183	-4.462878425376506
42	-4820.034196381353	-4825.7430971479	5.7	-4820.034196381353	-5.7089007665475835
43	-4819.782967647126	-4823.886185896073	5.8	-4819.782967647126	-4.103218248947131
44	-4819.701778735564	-4825.70061916291	5.9	-4819.701778735564	-5.998840427345755
45	-4819.423886970414	-4823.484055113359	6.0	-4819.423886970414	-4.0601681429448595
46	-4819.303218662811	-4823.692332509602	6.1	-4819.303218662811	-4.389113846791618
47	-4819.247556099559	-4823.618177638491	6.2	-4819.247556099559	-4.37062153893204
48	-4818.924703211116	-4824.356774287469	6.3	-4818.924703211116	-5.4320710763528695
49	-4818.91142752726	-4823.323397685306	5.0	-4818.91142752726	-4.411970158046614
50	-4818.872416998997	-4824.6786820997695	5.1	-4818.872416998997	-5.806265100772466
51	-4818.848388335364	-4824.1659668049	5.1	-4818.848388335364	-5.317578469536062
52	-4818.841363166588	-4823.514154482848	5.2	-4818.841363166588	-4.672791316260216
53	-4818.791708169974	-4823.018991219018	5.3	-4818.791708169974	-4.227283049043531
54	-4818.791693725198	-4824.120284332047	5.4	-4818.791693725198	-5.32859060684923
55	-4818.790833822449	-4823.018769727145	5.4	-4818.790833822449	-4.227935904695773
56	-4818.7676050209	-4822.9902991103745	5.5	-4818.7676050209	-4.22269408947387
57	-4818.767071131105	-4822.987740436553	5.6	-4818.767071131105	-4.220669305449021
58	-4818.750193275626	-4822.879199387824	5.7	-4818.750193275626	-4.129006112198113
59	-4818.735941735633	-4823.2320658281005	5.3	-4818.735941735633	-4.496124092467868
60	-4818.730229742467	-4822.979996886608	5.3	-4818.730229742467	-4.249767144141667
61	-4818.7274176911815	-4823.503222992051	5.4	-4818.7274176911815	-4.775805300868812
62	-4818.724082871535	-4824.460701731756	5.5	-4818.724082871535	-5.736618860220818
63	-4818.705472946175	-4823.212436143036	5.6	-4818.705472946175	-4.506963196860987
64	-4818.672925873202	-4822.827209588357	5.6	-4818.672925873202	-4.154283715155067
65	-4818.671291415316	-4825.71653447332	5.7	-4818.671291415316	-7.045243058004769
66	-4818.667200630493	-4822.804823264251	5.8	-4818.667200630493	-4.137622633757601
67	-4818.660938667951	-4823.768502718997	5.9	-4818.660938667951	-5.107564051045783
68	-4818.6490768898175	-4822.769765475361	5.9	-4818.6490768898175	-4.120688585543455
