Sample	posterior	ESS(posterior)	likelihood	prior	
0	-5848.409048288258	3.5	-5843.857539838348	-4.551508449910117	
1	-5846.469829463317	3.5	-5841.017545661627	-5.452283801689825	
2	-5841.708048921648	3.6	-5836.830825970191	-4.877222951457405	
3	-5841.708048921648	3.6	-5836.830825970191	-4.877222951457405	
4	-5842.485347738217	3.7	-5836.481160351736	-6.004187386480057	
5	-5842.485347738217	3.7	-5836.481160351736	-6.004187386480057	
