Sample	posterior	ESS(posterior)	likelihood	prior	
0	-5707.381244893898	3.3	-5701.609561143284	-5.7716837506137315	
1	-5705.3018267813	3.4	-5699.849757542419	-5.452069238881346	
2	-5705.3018267813	3.4	-5699.849757542419	-5.452069238881346	
3	-5705.3018267813	3.4	-5699.849757542419	-5.452069238881346	
4	-5705.427212449356	3.5	-5699.821609160848	-5.605603288507833	
5	-5705.427212449356	3.5	-5699.821609160848	-5.605603288507833	
6	-5704.179039443538	3.7	-5697.993187441917	-6.185852001621578	
