Sample	posterior	ESS(posterior)	likelihood	prior
0	-7561.972977115128	N	-7560.65922920324	-1.3137479118879138
1000	-5700.992295849333	2.0	-5697.755609950708	-3.236685898624373
2000	-5702.398559652575	3.0	-5699.133603673334	-3.2649559792412886
3000	-5702.599059292735	4.0	-5700.822453937489	-1.7766053552456404
4000	-5700.364442284762	5.0	-5697.700073061498	-2.6643692232637295
5000	-5703.007037577139	6.0	-5701.148318290314	-1.8587192868257874
6000	-5700.563381920957	7.0	-5698.450632465342	-2.112749455615203
7000	-5707.772919358343	8.0	-5705.615396240849	-2.1575231174938367
8000	-5704.431514398683	9.0	-5699.488046218429	-4.943468180253793
9000	-5706.546226079335	4.1	-5704.417868962722	-2.128357116611856
10000	-5701.201467344556	5.8	-5698.30238888997	-2.899078454585563
11000	-5700.810357985484	7.2	-5698.0297208927495	-2.78063709273504
12000	-5703.224980621794	8.2	-5699.922149841049	-3.3028307807451336
13000	-5703.811332275407	9.5	-5701.06139892068	-2.749933354726947
14000	-5699.530433497894	11.6	-5697.489772421542	-2.0406610763524338
15000	-5700.841207299313	11.4	-5698.130773452357	-2.710433846956023
16000	-5701.743104236952	11.2	-5699.83874293204	-1.9043613049111865
17000	-5703.139618003324	12.4	-5700.957386754649	-2.182231248675341
18000	-5700.175036957137	13.2	-5697.790050894708	-2.384986062429378
19000	-5704.431802259412	14.2	-5701.233976533947	-3.197825725464736
20000	-5704.370263284745	15.5	-5702.937278316354	-1.4329849683909681
21000	-5701.995175672337	17.1	-5698.136144054092	-3.8590316182441073
22000	-5702.033767918253	18.3	-5699.460508437222	-2.5732594810303775
23000	-5699.5199468830815	18.0	-5697.248369376455	-2.271577506626627
24000	-5705.150476945802	22.7	-5703.01597923667	-2.1344977091320025
25000	-5702.048986046436	23.6	-5699.962869687671	-2.086116358765488
26000	-5702.610991966728	24.5	-5700.188713689481	-2.422278277246732
27000	-5699.568812426898	24.9	-5697.575770294138	-1.9930421327602854
28000	-5702.916305480879	26.4	-5700.15027449854	-2.7660309823386666
29000	-5708.337224046266	27.0	-5705.390236997041	-2.9469870492250494
30000	-5703.235666197081	28.0	-5700.7880678889815	-2.4475983080990265
31000	-5699.641867554655	29.0	-5697.240437258942	-2.401430295713414
32000	-5700.45045290337	30.0	-5698.383297424928	-2.067155478442323
33000	-5700.519209949628	31.0	-5698.173887711024	-2.3453222386043806
34000	-5701.66495351162	32.0	-5699.258506283888	-2.406447227732459
35000	-5701.659150667263	33.0	-5697.734733115694	-3.9244175515689017
36000	-5700.761098300486	34.0	-5698.244344045171	-2.5167542553154765
37000	-5700.704522325648	35.0	-5698.285363584264	-2.4191587413847424
38000	-5702.100321121466	36.0	-5699.260247057293	-2.8400740641725726
39000	-5700.619015365409	35.1	-5698.252086306843	-2.366929058565974
40000	-5703.397019998821	37.0	-5700.671314180955	-2.725705817865403
41000	-5700.973715009812	37.6	-5698.581418801101	-2.392296208710652
42000	-5700.132553102994	38.4	-5697.84955358054	-2.2829995224549693
43000	-5704.443436061575	40.0	-5700.773895080037	-3.6695409815383915
44000	-5701.237267864309	41.0	-5698.094604546402	-3.142663317907034
45000	-5703.72665216557	42.0	-5700.914274118534	-2.81237804703634
46000	-5701.751356207617	43.0	-5698.967791038506	-2.7835651691110184
47000	-5701.02086220702	44.0	-5698.6733727051915	-2.347489501828614
48000	-5701.242065686221	45.0	-5698.297809878629	-2.9442558075925627
49000	-5700.1971623042955	45.0	-5697.637922473553	-2.559239830743012
50000	-5702.3297616362	46.0	-5699.868503047849	-2.46125858835084
51000	-5703.628157847722	47.0	-5700.293721476853	-3.3344363708693883
52000	-5700.250322715555	48.0	-5697.532939483611	-2.7173832319441202
53000	-5700.853984525704	49.0	-5698.744234865274	-2.1097496604295296
54000	-5704.73226898622	50.0	-5700.298294258978	-4.433974727242823
55000	-5703.4483265617055	51.0	-5701.227888474937	-2.2204380867690166
56000	-5701.744705609887	52.0	-5699.146436610115	-2.598268999771552
57000	-5706.977188080629	53.0	-5704.3294660080655	-2.6477220725633783
58000	-5700.735721803886	54.0	-5698.840294182629	-1.8954276212572454
59000	-5706.475088222809	54.0	-5701.150039929939	-5.325048292869717
60000	-5703.680942995429	55.0	-5700.637809347294	-3.04313364813531
61000	-5701.222679990299	56.0	-5699.140504553277	-2.0821754370216463
62000	-5701.382738868425	57.0	-5699.380546108647	-2.0021927597779383
63000	-5701.725411058732	58.0	-5699.022786011506	-2.7026250472259945
