Sample	posterior	ESS(posterior)	likelihood	prior	
0	-6830.6453989721695	3.3	-6823.144141410076	-7.501257562093052	
1	-6830.6453989721695	3.3	-6823.144141410076	-7.501257562093052	
2	-6828.62296424104	3.5	-6820.421017683601	-8.201946557438616	
3	-6825.372769614449	3.5	-6818.899905070511	-6.472864543938191	
4	-6825.372769614449	3.5	-6818.899905070511	-6.472864543938191	
5	-6825.372769614449	3.5	-6818.899905070511	-6.472864543938191	
6	-6825.634421222665	3.5	-6818.800754581042	-6.83366664162237	
7	-6825.634421222665	3.5	-6818.800754581042	-6.83366664162237	
